date,value_1,value_2,value_3,value_4,value_5,OT
2017-04-04,30.03,8.26,1.28,0.09,0.0,69.97
2017-04-11,27.77,6.88,1.23,0.07,0.0,72.23
2017-04-18,28.04,6.91,1.24,0.07,0.0,71.96
2017-04-25,23.62,5.15,0.92,0.03,0.0,76.38
2017-05-02,17.37,4.2,1.1,0.1,0.0,82.63
2017-05-09,18.04,4.41,1.1,0.23,0.0,81.96
2017-05-16,19.26,4.73,1.15,0.36,0.0,80.74
2017-05-23,17.34,3.82,1.02,0.35,0.0,82.66
2017-05-30,20.71,4.46,0.94,0.24,0.0,79.29
2017-06-06,19.7,7.5,1.04,0.0,0.0,80.3
2017-06-13,22.27,7.06,1.31,0.0,0.0,77.73
2017-06-20,22.46,7.2,1.78,0.46,0.0,77.54
2017-06-27,23.2,7.75,2.72,0.81,0.0,76.8
2017-07-04,23.82,8.13,3.21,1.19,0.0,76.18
2017-07-11,24.46,9.1,3.6,1.83,0.0,75.54
2017-07-18,31.17,10.03,3.99,1.93,0.19,68.83
2017-07-25,33.75,10.38,4.35,2.19,0.63,66.25
2017-08-01,32.01,11.04,4.39,2.17,0.63,67.99
2017-08-08,30.28,9.63,4.52,1.98,0.63,69.72
2017-08-15,25.33,9.58,4.48,2.05,0.59,74.67
2017-08-22,24.81,10.23,4.61,2.03,0.49,75.19
2017-08-29,25.76,10.0,4.82,2.22,1.01,74.24
2017-09-05,26.62,11.43,4.98,2.36,1.07,73.38
2017-09-12,28.41,13.55,5.24,2.62,1.07,71.59
2017-09-19,30.96,13.07,4.71,2.0,0.72,69.04
2017-09-26,31.02,11.65,4.19,1.97,0.72,68.98
2017-10-03,32.62,12.12,3.98,1.17,0.42,67.38
2017-10-10,31.97,11.91,3.39,0.89,0.22,68.03
2017-10-17,31.71,10.55,2.51,0.69,0.0,68.29
2017-10-24,30.51,10.08,2.18,0.74,0.0,69.49
2017-10-31,28.12,10.06,2.25,0.74,0.0,71.88
2017-11-07,27.52,10.08,2.44,0.63,0.0,72.48
2017-11-14,29.35,10.96,2.95,0.63,0.0,70.65
2017-11-21,30.85,12.91,3.48,0.63,0.0,69.15
2017-11-28,35.73,17.71,4.09,0.86,0.0,64.27
2017-12-05,39.86,20.34,5.01,1.03,0.0,60.14
2017-12-12,45.96,19.96,5.42,1.49,0.0,54.04
2017-12-19,47.49,21.91,5.82,1.07,0.0,52.51
2017-12-26,45.77,22.07,4.14,0.7,0.0,54.23
2018-01-02,46.48,23.18,6.24,0.69,0.0,53.52
2018-01-09,48.4,26.81,7.27,0.39,0.0,51.6
2018-01-16,51.01,27.62,8.38,0.54,0.0,48.99
2018-01-23,52.26,29.58,11.36,0.75,0.0,47.74
2018-01-30,61.93,32.11,14.38,1.44,0.0,38.07
2018-02-06,60.32,33.14,15.41,2.17,0.0,39.68
2018-02-13,54.92,30.37,15.07,2.47,0.0,45.08
2018-02-20,53.85,30.48,14.84,2.69,0.0,46.15
2018-02-27,49.97,26.15,11.96,2.69,0.0,50.03
2018-03-06,48.14,25.96,12.95,4.13,0.1,51.86
2018-03-13,47.84,26.36,13.62,4.74,0.17,52.16
2018-03-20,45.11,26.35,13.94,5.36,0.17,54.89
2018-03-27,44.48,26.14,13.67,6.07,0.46,55.52
2018-04-03,41.45,25.02,13.68,6.34,0.5,58.55
2018-04-10,40.58,25.24,13.94,6.78,1.1,59.42
2018-04-17,37.5,24.54,13.64,6.84,1.43,62.5
2018-04-24,37.23,24.22,13.66,7.1,1.64,62.77
2018-05-01,37.45,23.9,13.64,7.43,1.84,62.55
2018-05-08,38.86,23.12,13.31,7.78,1.93,61.14
2018-05-15,39.86,23.63,13.96,7.94,2.07,60.14
2018-05-22,36.52,22.32,14.07,7.85,2.0,63.48
2018-05-29,35.91,22.08,14.14,7.72,1.75,64.09
2018-06-05,39.04,22.63,14.26,7.66,1.71,60.96
2018-06-12,40.2,23.28,14.18,7.72,1.65,59.8
2018-06-19,40.44,22.67,13.82,6.88,1.53,59.56
2018-06-26,41.77,24.05,13.31,6.92,1.54,58.23
2018-07-03,42.04,24.83,13.91,6.96,1.57,57.96
2018-07-10,41.7,25.38,13.75,7.38,1.58,58.3
2018-07-17,42.96,26.31,14.02,7.21,1.57,57.04
2018-07-24,45.83,27.36,16.14,7.23,1.35,54.17
2018-07-31,46.51,28.95,16.22,7.11,1.35,53.49
2018-08-07,46.22,30.23,17.61,7.46,1.35,53.78
2018-08-14,49.46,30.7,16.73,6.8,1.42,50.54
2018-08-21,48.7,29.76,15.98,6.3,1.34,51.3
2018-08-28,47.53,29.2,16.2,6.26,1.3,52.47
2018-09-04,45.72,29.1,15.76,6.3,1.24,54.28
2018-09-11,42.94,25.79,13.96,5.75,1.23,57.06
2018-09-18,42.8,26.16,14.16,6.03,1.32,57.2
2018-09-25,41.37,25.06,14.92,6.26,1.45,58.63
2018-10-02,40.53,24.58,14.56,6.08,1.45,59.47
2018-10-09,37.14,22.26,12.37,4.72,1.21,62.86
2018-10-16,32.98,20.47,11.62,4.13,1.13,67.02
2018-10-23,32.81,20.36,11.39,4.01,1.13,67.19
2018-10-30,31.52,18.76,10.83,3.89,1.13,68.48
2018-11-06,30.74,18.13,10.21,3.61,1.12,69.26
2018-11-13,30.33,17.87,9.99,3.58,1.1,69.67
2018-11-20,29.05,19.11,9.91,3.59,1.1,70.95
2018-11-27,29.4,19.48,9.88,3.57,1.1,70.6
2018-12-04,28.24,18.91,9.81,3.17,0.98,71.76
2018-12-11,28.48,19.34,9.69,3.14,0.98,71.52
2018-12-18,28.77,19.37,9.69,3.11,0.96,71.23
2018-12-25,29.48,19.18,9.51,2.8,0.96,70.52
2019-01-01,26.94,18.69,9.13,2.75,0.95,73.06
2019-01-08,26.53,18.47,8.94,2.63,0.93,73.47
2019-01-15,27.4,18.49,8.54,2.58,0.93,72.6
2019-01-22,27.09,17.08,6.9,1.65,0.13,72.91
2019-01-29,26.09,14.27,5.81,1.6,0.13,73.91
2019-02-05,26.37,13.63,5.8,1.6,0.14,73.63
2019-02-12,28.05,13.56,5.39,1.6,0.05,71.95
2019-02-19,26.08,13.08,5.01,1.11,0.05,73.92
2019-02-26,23.4,10.65,3.53,0.46,0.03,76.6
2019-03-05,23.18,10.44,2.65,0.44,0.03,76.82
2019-03-12,19.4,6.03,1.77,0.44,0.03,80.6
2019-03-19,16.72,4.63,1.29,0.27,0.0,83.28
2019-03-26,16.53,4.69,1.03,0.0,0.0,83.47
2019-04-02,18.41,5.43,1.05,0.0,0.0,81.59
2019-04-09,16.28,4.31,0.86,0.0,0.0,83.72
2019-04-16,12.93,3.78,0.86,0.0,0.0,87.07
2019-04-23,11.45,2.58,0.54,0.0,0.0,88.55
2019-04-30,10.42,2.63,0.51,0.0,0.0,89.58
2019-05-07,9.32,2.53,0.2,0.0,0.0,90.68
2019-05-14,8.5,2.41,0.19,0.0,0.0,91.5
2019-05-21,8.99,2.71,0.27,0.14,0.0,91.01
2019-05-28,11.26,3.33,0.28,0.14,0.0,88.74
2019-06-04,11.94,4.97,0.7,0.14,0.0,88.06
2019-06-11,9.96,3.99,0.54,0.14,0.0,90.04
2019-06-18,11.15,3.99,0.77,0.14,0.0,88.85
2019-06-25,10.63,3.32,0.82,0.14,0.0,89.37
2019-07-02,10.5,3.25,0.77,0.14,0.0,89.5
2019-07-09,19.34,3.63,0.81,0.14,0.0,80.66
2019-07-16,19.58,6.56,0.87,0.14,0.0,80.42
2019-07-23,20.51,6.58,1.33,0.14,0.0,79.49
2019-07-30,22.84,6.93,1.31,0.14,0.0,77.16
2019-08-06,23.95,5.59,0.8,0.14,0.0,76.05
2019-08-13,25.3,6.79,1.38,0.16,0.0,74.7
2019-08-20,27.59,7.95,1.79,0.26,0.0,72.41
2019-08-27,28.8,10.52,2.31,0.38,0.0,71.2
2019-09-03,29.81,11.33,2.34,0.41,0.0,70.19
2019-09-10,30.73,14.28,3.46,0.5,0.0,69.27
2019-09-17,32.53,13.72,3.9,0.51,0.0,67.47
2019-09-24,35.57,16.23,3.72,0.4,0.0,64.43
2019-10-01,34.85,16.96,5.3,0.8,0.0,65.15
2019-10-08,32.65,17.88,6.66,1.15,0.0,67.35
2019-10-15,35.04,18.52,7.99,1.24,0.0,64.96
2019-10-22,32.99,18.36,7.45,0.77,0.0,67.01
2019-10-29,29.85,15.59,6.51,0.43,0.0,70.15
2019-11-05,24.99,13.75,5.28,0.44,0.0,75.01
2019-11-12,26.63,12.92,4.93,0.04,0.0,73.37
2019-11-19,26.42,12.2,4.84,0.16,0.0,73.58
2019-11-26,29.11,11.95,4.8,0.16,0.0,70.89
2019-12-03,27.97,9.91,3.85,0.09,0.0,72.03
2019-12-10,24.73,9.46,3.73,0.09,0.0,75.27
2019-12-17,23.86,10.74,3.41,0.09,0.0,76.14
2019-12-24,22.66,10.45,3.5,0.09,0.0,77.34
2019-12-31,21.47,9.53,3.21,0.06,0.0,78.53
2020-01-07,21.22,9.53,2.7,0.1,0.0,78.78
2020-01-14,20.51,9.12,2.61,0.1,0.0,79.49
2020-01-21,21.82,9.6,2.84,0.06,0.0,78.18
2020-01-28,23.89,9.2,2.01,0.04,0.0,76.11
2020-02-04,23.07,8.88,2.06,0.06,0.0,76.93
2020-02-11,21.78,8.87,2.15,0.14,0.0,78.22
2020-02-18,20.95,7.99,2.09,0.2,0.0,79.05
2020-02-25,20.26,8.5,1.88,0.2,0.0,79.74
2020-03-03,20.9,9.63,2.1,0.43,0.0,79.1
2020-03-10,20.31,10.75,2.17,0.43,0.0,79.69
2020-03-17,20.83,10.53,2.42,0.51,0.02,79.17
2020-03-24,20.95,9.9,2.36,0.33,0.03,79.05
2020-03-31,21.08,12.15,2.54,0.4,0.03,78.92
2020-04-07,21.33,12.43,2.38,0.18,0.01,78.67
2020-04-14,21.38,12.14,3.63,0.13,0.01,78.62
2020-04-21,22.5,12.27,4.72,0.41,0.0,77.5
2020-04-28,24.0,12.33,4.72,0.39,0.0,76.0
2020-05-05,25.75,13.44,5.24,0.81,0.0,74.25
2020-05-12,28.72,14.56,5.93,1.01,0.0,71.28
2020-05-19,29.9,15.8,6.1,1.09,0.0,70.1
2020-05-26,28.9,15.49,6.0,1.03,0.0,71.1
2020-06-02,30.16,16.7,6.45,1.07,0.0,69.84
2020-06-09,32.47,17.89,7.06,1.5,0.0,67.53
2020-06-16,36.73,19.61,8.31,1.9,0.0,63.27
2020-06-23,37.57,21.36,8.26,1.9,0.0,62.43
2020-06-30,38.15,21.42,8.81,2.08,0.06,61.85
2020-07-07,41.63,21.63,9.21,1.96,0.0,58.37
2020-07-14,43.99,23.04,9.7,2.29,0.0,56.01
2020-07-21,47.53,26.33,10.29,2.18,0.0,52.47
2020-07-28,47.84,27.41,11.78,2.43,0.0,52.16
2020-08-04,46.49,27.98,12.68,2.63,0.0,53.51
2020-08-11,45.57,28.76,13.37,3.2,0.0,54.43
2020-08-18,46.49,30.64,16.8,3.68,0.02,53.51
2020-08-25,49.99,32.87,20.06,6.59,0.07,50.01
2020-09-01,53.73,33.27,20.69,7.19,0.08,46.27
2020-09-08,52.94,32.68,21.02,9.79,0.14,47.06
2020-09-15,53.0,32.82,21.0,9.64,0.36,47.0
2020-09-22,53.87,33.49,21.71,10.67,0.48,46.13
2020-09-29,55.5,35.78,22.89,12.23,1.0,44.5
2020-10-06,55.04,37.2,24.29,13.33,1.73,44.96
2020-10-13,56.66,39.28,24.97,14.07,1.73,43.34
2020-10-20,57.61,39.53,24.67,15.23,2.36,42.39
2020-10-27,55.96,38.75,24.97,15.06,2.36,44.04
2020-11-03,54.07,37.94,24.18,14.84,2.38,45.93
2020-11-10,55.8,38.62,25.18,15.71,3.39,44.2
2020-11-17,55.95,39.6,25.77,15.73,4.72,44.05
2020-11-24,58.25,40.67,26.79,17.04,7.12,41.75
2020-12-01,57.72,40.18,26.67,17.57,8.24,42.28
2020-12-08,58.2,41.06,27.99,17.63,8.27,41.8
2020-12-15,57.83,41.25,28.52,18.41,8.26,42.17
2020-12-22,57.47,41.46,28.59,18.56,8.26,42.53
2020-12-29,56.95,40.97,28.61,18.56,8.26,43.05
2021-01-05,52.94,38.27,27.49,17.63,7.91,47.06
2021-01-12,54.28,37.52,27.17,17.69,7.73,45.72
2021-01-19,55.7,37.64,27.11,17.77,7.82,44.3
2021-01-26,54.75,38.5,27.17,17.63,7.49,45.25
2021-02-02,56.98,38.27,26.31,17.03,7.33,43.02
2021-02-09,57.1,38.4,26.14,17.02,7.35,42.9
2021-02-16,56.91,37.78,25.21,15.89,6.8,43.09
2021-02-23,56.44,38.09,25.78,15.59,7.05,43.56
2021-03-02,55.02,38.95,25.84,15.55,7.1,44.98
2021-03-09,61.28,39.06,26.41,15.51,7.17,38.72
2021-03-16,60.69,36.91,25.11,14.84,7.15,39.31
2021-03-23,59.31,36.4,24.92,15.09,7.3,40.69
2021-03-30,58.62,36.7,24.74,15.61,7.28,41.38
2021-04-06,58.5,37.64,25.64,16.91,7.45,41.5
2021-04-13,55.63,38.01,26.16,17.42,7.57,44.37
2021-04-20,57.42,39.5,26.59,17.66,7.6,42.58
2021-04-27,60.61,40.43,27.14,18.15,7.7,39.39
2021-05-04,58.41,38.91,26.93,18.84,7.56,41.59
2021-05-11,54.62,38.59,26.65,18.8,7.97,45.38
2021-05-18,53.41,36.97,25.94,18.29,8.11,46.59
2021-05-25,54.8,36.31,25.2,17.75,8.55,45.2
2021-06-01,52.82,36.54,25.47,17.53,8.16,47.18
2021-06-08,53.6,37.82,26.77,17.76,8.26,46.4
2021-06-15,52.69,38.5,27.51,17.9,8.26,47.31
2021-06-22,53.18,39.89,29.02,18.23,8.25,46.82
2021-06-29,51.35,39.53,29.85,19.0,8.11,48.65
2021-07-06,52.38,39.6,30.67,18.97,7.93,47.62
2021-07-13,50.92,38.91,30.99,20.19,8.25,49.08
2021-07-20,50.06,40.13,31.81,21.38,8.36,49.94
2021-07-27,49.43,39.74,32.11,21.29,7.39,50.57
2021-08-03,49.21,39.99,32.64,21.71,7.45,50.79
2021-08-10,50.31,39.98,32.65,22.11,7.57,49.69
2021-08-17,50.35,40.28,32.17,22.39,7.71,49.65
2021-08-24,48.66,39.62,31.81,21.43,6.99,51.34
2021-08-31,46.53,39.03,30.61,20.47,6.62,53.47
2021-09-07,45.98,38.19,29.86,20.04,6.36,54.02
2021-09-14,48.99,38.19,29.85,19.87,6.29,51.01
2021-09-21,51.0,38.98,29.59,19.0,6.03,49.0
2021-09-28,52.49,40.05,30.61,19.32,6.07,47.51
2021-10-05,52.25,39.72,30.5,19.3,5.91,47.75
2021-10-12,52.39,39.61,29.53,18.58,5.86,47.61
2021-10-19,51.66,38.88,28.14,17.36,5.58,48.34
2021-10-26,53.77,39.62,28.29,15.95,5.04,46.23
2021-11-02,52.59,40.01,27.55,15.03,4.8,47.41
2021-11-09,52.76,40.25,27.27,14.81,4.56,47.24
2021-11-16,53.23,40.87,27.22,14.36,4.46,46.77
2021-11-23,54.97,42.32,27.62,14.42,4.45,45.03
2021-11-30,57.93,44.76,29.38,14.86,4.45,42.07
2021-12-07,60.41,46.53,31.05,14.92,4.16,39.59
2021-12-14,61.96,46.15,30.66,14.83,3.81,38.04
2021-12-21,60.63,46.17,30.67,14.68,3.07,39.37
2021-12-28,61.5,46.23,30.3,11.7,1.59,38.5
2022-01-04,60.09,45.82,29.35,10.33,1.3,39.91
2022-01-11,60.08,45.96,29.53,9.6,1.03,39.92
2022-01-18,59.35,46.06,30.08,9.43,1.0,40.65
2022-01-25,59.41,46.14,30.4,10.2,1.1,40.59
2022-02-01,60.59,46.33,30.52,10.21,1.12,39.41
2022-02-08,59.66,46.5,29.58,9.46,1.12,40.34
2022-02-15,60.82,47.81,30.37,9.9,1.04,39.18
2022-02-22,61.48,48.19,30.32,10.17,1.03,38.52
2022-03-01,61.62,49.58,33.4,11.12,0.98,38.38
2022-03-08,62.95,51.19,34.95,12.49,1.7,37.05
2022-03-15,62.24,51.09,35.48,14.24,1.74,37.76
2022-03-22,60.26,48.83,34.15,13.82,1.47,39.74
2022-03-29,58.3,48.57,34.54,14.33,1.55,41.7
2022-04-05,58.08,48.01,36.16,14.63,1.78,41.92
2022-04-12,56.53,47.52,36.17,16.19,2.16,43.47
2022-04-19,55.16,46.35,35.96,16.91,2.36,44.84
2022-04-26,54.21,45.37,35.37,16.49,2.97,45.79
2022-05-03,54.05,45.01,33.86,15.48,3.48,45.95
2022-05-10,51.81,44.38,33.25,16.69,3.57,48.19
2022-05-17,53.43,43.98,33.38,18.07,4.82,46.57
2022-05-24,53.38,42.41,32.74,17.5,4.98,46.62
2022-05-31,51.57,41.42,30.93,16.83,4.61,48.43
2022-06-07,54.9,40.1,28.74,16.4,4.54,45.1
2022-06-14,55.2,39.23,27.41,16.41,4.67,44.8
2022-06-21,59.82,39.84,27.5,15.99,4.69,40.18
2022-06-28,65.03,42.53,27.6,14.68,3.23,34.97
2022-07-05,66.08,44.3,27.57,14.74,3.22,33.92
2022-07-12,64.67,44.98,27.19,14.38,3.9,35.33
2022-07-19,63.32,44.57,30.11,15.08,3.77,36.68
2022-07-26,60.41,43.61,31.0,16.39,3.71,39.59
2022-08-02,56.75,43.16,30.97,15.85,3.74,43.25
2022-08-09,55.47,41.97,30.32,15.56,3.6,44.53
2022-08-16,56.32,41.23,29.13,14.47,3.26,43.68
2022-08-23,54.33,39.33,27.42,12.31,2.17,45.67
2022-08-30,54.37,38.23,25.72,10.91,1.68,45.63
2022-09-06,53.54,36.96,24.24,9.55,1.45,46.46
2022-09-13,55.64,37.91,24.45,9.35,1.48,44.36
2022-09-20,57.92,41.02,24.93,9.77,1.87,42.08
2022-09-27,63.08,42.65,25.36,10.45,2.14,36.92
2022-10-04,64.83,44.04,27.15,11.45,2.24,35.17
2022-10-11,68.48,46.43,27.71,12.11,2.47,31.52
2022-10-18,68.86,49.71,28.82,12.27,2.55,31.14
2022-10-25,70.72,52.7,30.17,12.22,2.39,29.28
2022-11-01,71.39,52.54,30.41,12.07,2.48,28.61
2022-11-08,71.15,50.46,29.12,11.84,2.52,28.85
2022-11-15,68.53,49.41,27.52,11.65,2.37,31.47
2022-11-22,68.42,49.59,27.62,11.67,2.4,31.58
2022-11-29,66.73,48.1,26.88,10.87,2.33,33.27
2022-12-06,65.74,46.41,26.0,10.37,2.36,34.26
2022-12-13,64.97,44.51,25.18,9.43,1.97,35.03
2022-12-20,61.83,41.22,23.58,8.99,1.96,38.17
2022-12-27,61.95,41.5,23.58,8.99,1.96,38.05
2023-01-03,58.15,38.67,21.93,8.24,1.55,41.85
2023-01-10,55.68,36.78,20.1,7.02,1.5,44.32
2023-01-17,54.37,36.72,19.42,6.61,1.5,45.63
2023-01-24,52.75,36.0,18.13,6.25,1.48,47.25
2023-01-31,51.61,35.67,17.87,6.2,1.45,48.39
2023-02-07,50.5,34.99,16.39,5.29,1.48,49.5
2023-02-14,47.98,34.55,15.81,4.69,1.42,52.02
2023-02-21,48.02,34.7,15.26,4.57,1.37,51.98
2023-02-28,45.97,32.13,14.46,4.72,1.29,54.03
2023-03-07,45.87,31.45,13.98,4.43,1.27,54.13
2023-03-14,43.91,29.9,13.14,4.44,1.3,56.09
2023-03-21,44.03,28.86,12.26,4.15,1.45,55.97
2023-03-28,43.47,25.65,11.61,4.4,1.53,56.53
2023-04-04,43.14,23.63,11.21,4.54,1.6,56.86
2023-04-11,39.51,21.77,10.56,4.37,1.75,60.49
2023-04-18,38.92,21.61,10.42,4.63,1.87,61.08
2023-04-25,38.52,21.37,10.02,4.99,1.88,61.48
2023-05-02,38.4,20.42,9.82,5.13,1.51,61.6
2023-05-09,38.13,19.65,9.72,4.92,1.49,61.87
2023-05-16,34.59,17.02,7.95,3.61,1.22,65.41
2023-05-23,33.94,16.05,7.44,3.11,1.11,66.06
2023-05-30,41.87,15.84,6.8,2.74,1.04,58.13
2023-06-06,45.72,18.33,5.99,1.96,0.66,54.28
2023-06-13,45.71,20.89,5.76,1.82,0.6,54.29
2023-06-20,46.94,22.67,6.69,2.06,0.47,53.06
2023-06-27,45.14,22.61,7.74,2.16,0.49,54.86
2023-07-04,43.75,22.57,7.83,2.29,0.45,56.25
2023-07-11,41.33,22.48,7.89,2.16,0.33,58.67
2023-07-18,41.62,21.6,7.14,2.23,0.29,58.38
2023-07-25,42.81,22.68,8.18,2.19,0.22,57.19
2023-08-01,44.26,23.52,8.99,2.11,0.22,55.74
2023-08-08,45.35,25.54,9.77,2.3,0.19,54.65
2023-08-15,43.99,25.86,10.7,2.59,0.18,56.01
2023-08-22,43.32,27.52,14.58,4.82,1.0,56.68
2023-08-29,43.38,28.76,15.93,6.23,1.28,56.62
2023-09-05,43.79,30.2,18.27,7.52,1.65,56.21
2023-09-12,44.82,31.1,19.32,8.0,1.98,55.18
2023-09-19,46.82,31.71,19.63,9.44,2.52,53.18
2023-09-26,47.47,32.1,18.79,8.48,2.35,52.53
2023-10-03,49.12,33.62,19.41,8.35,2.45,50.88
2023-10-10,49.59,33.59,18.96,7.53,2.11,50.41
2023-10-17,48.98,33.22,18.92,7.28,2.1,51.02
2023-10-24,48.68,33.43,19.9,7.59,2.19,51.32
2023-10-31,45.63,30.68,17.65,6.62,1.82,54.37
2023-11-07,46.42,31.48,18.26,7.16,2.1,53.58
2023-11-14,46.77,31.46,18.07,7.52,2.31,53.23
2023-11-21,47.16,31.44,18.1,7.27,2.06,52.84
2023-11-28,46.79,30.28,17.12,6.54,1.78,53.21
2023-12-05,46.46,28.85,15.85,6.2,1.02,53.54
2023-12-12,46.99,28.05,15.34,5.29,0.91,53.01
2023-12-19,46.42,27.88,15.24,5.48,0.93,53.58
2023-12-26,45.5,27.07,13.99,5.38,0.97,54.5
2024-01-02,45.94,27.59,13.88,5.25,1.02,54.06
2024-01-09,44.86,26.71,12.78,4.51,0.68,55.14
2024-01-16,42.81,24.13,11.25,4.11,0.6,57.19
2024-01-23,41.8,22.95,10.86,3.72,0.57,58.2
2024-01-30,37.12,19.72,9.01,1.93,0.25,62.88
2024-02-06,35.02,17.79,7.73,1.63,0.23,64.98
2024-02-13,33.26,16.32,6.44,1.29,0.15,66.74
2024-02-20,34.71,16.62,6.39,1.21,0.12,65.29
2024-02-27,39.35,18.09,6.51,1.25,0.12,60.65
2024-03-05,39.75,18.32,6.54,1.27,0.12,60.25
2024-03-12,38.3,18.66,6.43,1.27,0.12,61.7
2024-03-19,37.0,17.78,5.77,1.2,0.12,63.0
2024-03-26,35.2,15.18,4.83,1.0,0.12,64.8
2024-04-02,34.47,15.12,4.61,0.99,0.12,65.53
2024-04-09,32.63,14.66,4.31,0.92,0.12,67.37
2024-04-16,32.79,15.02,4.38,0.9,0.12,67.21
2024-04-23,32.28,15.14,4.74,0.71,0.05,67.72
2024-04-30,31.64,14.23,4.83,0.71,0.05,68.36
2024-05-07,29.47,12.66,4.29,0.67,0.05,70.53
2024-05-14,26.39,11.71,4.07,0.68,0.05,73.61
